,ent,count
1179,Palazzo Mattei,1
1180,Bonifacio,1
1181,Cosma II,1
1182,La Fede,1
1183,Baroncelli,1
1184,specchi di / altrettanti,1
1185,del Rinascimento,1
1186,---Fonte Battesimale di Siena / principiato,1
1187,che,1
1188,Junius Brutus,1
1189,Moon,1
1190,Carrands Collection,1
1191,"Crucifixion"".---",1
1192,Albert Way,1
1193,Byzantini,1
1194,Noli,1
1195,From Kunstkammer,1
1196,Alexander Peretti,1
1197,Angel,1
1198,Mattia Lang,1
1199,Lelio Guidiccioni,1
1200,Simone,1
1201,"Amelung 66"".---",1
1202,Niobids,1
1203,Cecilia Matella,1
1204,---Palazzo Farnese,1
1205,Jacobi,1
1206,S. Maria del Popolo: Monument of Pietro G. Rocca Archbishop of Salerno,1
1207,George Costa,1
1208,Juan Ortega Gomiel,1
1209,Nestor Malvizio,1
1210,Giambattista Millini,1
1211,Alexander VI's,1
1212,Marco Albertoni,1
1213,Pollaiuolo,1
1214,S. Maria del Popolo -,1
1215,Scapucci,1
1216,della Scimmia,1
1217,Proserpina,1
1218,Pentesilea,1
1219,---Palazzo del Governo,1
1220,Guido Cavalvanti,1
1221,Palencia,1
1222,altorelievo,1
1223,Detisalvo Neronis f. equiti floren,1
1224,Francesco Tornabuoni,1
1225,Bembo,1
1226,Amelung 174,1
1227,Mater,1
1228,Cardinal Bainbrigg,1
1229,Inglesi,1
1230,S. Tommaso,1
1231,Milani,1
1232,Ke,1
1233,Porta San Sebastiano,1
1234,Benedetto,1
1235,Capo de Bove,1
1236,Torre de Bove,1
1237,Saturnino e Trasone,1
1238,Orante,1
1239,"Cardinal Bonaparte"".---",1
1240,Larthia Seianti S,1
1241,Benedetto Soranzo,1
1242,S. Giov,1
1243,Giacomo della Quercia,1
1244,Maria di Monserrato,1
1245,Bartolo,1
1246,Bonifazio Ricciardi,1
1247,Baronto Ricciardi,1
1248,Guglielmo D'Agnello,1
1249,benemerito publicis,1
1250,quam de se,1
1251,Andrea Franchi,1
1252,Lazzari,1
1253,Matteo Rossellino,1
1254,Benozzo Gozzolis,1
1255,Anna Bonanno,1
1256,Marquez de Vihena,1
1257,Don Juan Pacheco,1
1258,Cannita,1
1259,S. Stagi,1
1260,Lavth Aphuna,1
1261,Calles Dionysos,1
1262,La Spia delle Puglie,1
1263,Maestro Cellini,1
1264,Jacopo della Quercia,1
1265,delle Catacombe,1
1266,Pope Nicolas V. / This,1
1267,S. Andrea,1
1268,Constantia,1
1269,Henry VI,1
1270,Roger +1154,1
1271,Caesaris Henrici,1
1272,Demonio,1
1273,S. Antonio Abbate,1
1274,Piero,1
1275,Onofrio Strozzi,1
1276,Francesco,1
1277,Giuliano da San Gallo,1
1278,Buonamico Aspertini,1
1279,Volto,1
1280,LÃ¼bke.,1
1281,Matteo Civitali 1484,1
1282,Cicognara,1
1283,Matteo Civitali,1
1284,Heerfuhrer,1
1285,Stellung von einem von meherereu,1
1286,spia delle Puglie',1
1287,Giovanni Pisanos,1
1288,senese,1
1289,Maestro Neroccio,1
1290,Piccolomini del Testa,1
1291,Pietro Morone,1
1292,vix,1
1293,xenodochiiq,1
1294,D. O. M. / Joh,1
1295,Guidoccio Cozzarelli,1
1296,Jacopo Tondi,1
1297,del Ghetto,1
1298,del Duomo di Siena,1
1299,Pope Eugenius,1
1300,S. Croce,1
1301,Palazzo Strozzi,1
1302,Filippo Strozzi,1
1303,Bernardo Gambarelli,1
1304,Pisa N. 213,1
1305,Giovan Anton Bazzi,1
1306,Aphrodite,1
1307,Vol II,1
1308,"Bagni"".---",1
1309,ben cura,1
1310,Vid'io,1
1311,ginocchia al petto,1
1312,Nicolaus,1
1313,a Byzantine Exarch,1
1314,Lecce,1
1315,des Cabrieres,1
1316,Julian Altar,1
1317,Camaino,1
1318,Bartolomeo Aragazzi,1
1319,Pope Agatone,1
1320,S. Sebastiano,1
1321,del coperchio di sarcofago,1
1322,del mondo,1
1323,"Adamo ed Eva, Adorazione",1
1324,Henry VIIs,1
1325,Rodrigo Sanchez,1
1326,--- S. Maria,1
1327,Caligula,1
1328,Garibaldi,1
1329,S. Ambrogio,1
1330,Helbig n. 457,1
1331,Alexander Severus,1
1332,Ludovico Sforza,1
1333,S. Satiro,1
1334,S. Alessandro,1
1335,"c. 1516"".---",1
1336,B. C. Helbig,1
1337,Cyclopes,1
1338,Gaea,1
1339,Amedeo,1
1340,S. Eustachio,1
1341,Observe Aurora,1
1342,Museo Capitolino,1
1343,Celius Myron,1
1344,Achilles captures Pentesilea,1
1345,Alberto Maffiolo,1
1346,Matteo Visconti,1
1347,Napoleone Torsiani,1
1348,Luca Savelli,1
1349,Macedon 221-179 B. C.,1
1350,Philippo de Valle patricio,1
1351,Filippo de Valle,1
1352,Louis d'Albret,1
1353,Vitelleschi,1
1354,Maria della Pace,1
1355,Giovanni Bocciacio,1
1356,S. Maria della Pace,1
1357,M. Claudiano viro perfectissimo,1
1358,V. Emanuel,1
1359,Antonio Amadeo,1
1360,delle Ore,1
1361,Visconti,1
1362,Secco d'Aragona,1
1363,Stylas,1
1364,Sappho,1
1365,Sapho,1
1366,Sibil,1
1367,Monaci,1
1368,Wolters N. 1578,1
1369,Thanatos,1
1370,Eros di Centocelle,1
1371,Regina Maxima,1
1372,Lorenzo f. l. m.,1
1373,ora,1
1374,Palazzo Rondanini,1
1375,del coperchio di un,1
1376,Giovan Battista De Rossi,1
1377,Eva,1
1378,Guido Bonacolsi,1
1379,Wolkers N. 222,1
1380,Remark,1
1381,Gsell Fels:,1
1382,Lateran Museum,1
1383,La loggia,1
1384,Brescia,1
1385,Juno pronuba,1
1386,Teleia,1
1387,Goddees,1
1388,S. John Lateran,1
1389,S. S. Pietro,1
1390,Bartolomeo Colleoni,1
1391,Bernardo da Venezia,1
1392,Fred Wilh,1
1393,Greco,1
1394,Wolters N. 1312,1
1395,Tusculum,1
1396,Friedrichs Wolters N. 1264,1
1397,delle Statue,1
1398,Agostino Busti,1
1399,Medea,1
1400,Enrico Lyri,1
1401,Jason,1
1402,Arca,1
1403,Umgetung Pavias,1
1404,Alexander,1
1405,Pio Clementino,1
1406,Giustiniani,1
1407,Gsell Fels / Guglielmo de Lengis,1
1408,gloria,1
1409,Francesco Sforza /,1
1410,Juan de Mella,1
1411,Baccio Pontelli,1
1412,Giovanni Augut,1
1413,John Hawkwood,1
1414,Cassa,1
1415,Ferucci,1
1416,Hercules Citharoedus,1
1417,S.a M. Novella,1
1418,Aldobrandino Cavalcanti,1
1419,Antonio  / Strozzi,1
1420,Pio,1
1421,Flavia Publicia,1
1422,---Of Greco,1
1423,Madonna delle Grazie,1
1424,Messala Corvinus,1
1425,Rotondo,1
1426,della Pretura,1
1427,al Principe Sforza Cesarini,1
1428,Monte Amiata,1
1429,Giorgio,1
1430,Bartolomeo Caraffa,1
1431,Cosimo de',1
1432,S. John,1
1433,Bishop Gabriel,1
1434,Cecilia Metella,1
1435,Gaetani,1
1436,Gotic,1
1437,Englishman,1
1438,Adam Easton,1
1439,Ubaldini,1
1440,Maria Viverelli,1
1441,Ascanio Sforza,1
1442,Migliorelli,1
1443,Speziali,1
1444,S. Agostino,1
1445,Edward Carne,1
1446,Margani,1
1447,Ciceronis,1
1448,---Torre de Pier Leone,1
1449,Magister Paulus,1
1450,---Santa Fiora,1
1451,Andrea della Robbia,1
1452,Caracalla,1
1453,Julia Donna,1
1454,Aghinolfo,1
1455,Alessandro,1
1456,Philippe,1
1457,Francesco Sforza,1
1458,Pietro Stefaneschi,1
1459,Isaia da Pisa,1
1460,Eugene IV,1
1461,Munio de Zamora,1
1462,Alani,1
1463,dni P. P.,1
1464,Stephan d. Surd,1
1465,Johannes de Crivellis de Mediolano,1
1466,venerabilis vir,1
1467,Vicenza,1
1468,Ludovico Grato Margani,1
1469,Bianca Visconti,1
1470,Florence Michelozzo,1
1471,del Batista,1
1472,---Angelo,1
1473,Signor Tommasi,1
1474,Cathedra,1
1475,Severus,1
1476,Narses,1
1477,Madonna della,1
1478,Andrea Della Robbia,1
1479,Sta Fiora,1
1480,---Fonti Battesimali,1
1481,Palazzo Torlonia,1
1482,Catherine,1
1483,Ponte Rotto,1
1484,S. S. Augustin,1
1485,Lucrezia Borgia's,1
1486,Cardinal Costa,1
1487,Taddeo Gaddi,1
1488,---Sacristy S. Maria Maggiore,1
1489,Pietro Ligorio,1
1490,Parkers Etruscan,1
1491,"Baldaldo Giovenaldo da Ravenna"".---",1
