,ent,count
1242,Herculesand Omphale,1
1243,Lucas,1
1244,De Vico,1
1245,Marquez de Vihena,1
1246,Minnesanger,1
1247,Guglielmo degli Embriaci,1
1248,S. Maria Nuova,1
1249,S. Francesca Romana,1
1250,Philippus Rusutus,1
1251,Fuga,1
1252,Barbo,1
1253,S. Francesco di Paola,1
1254,M. Angelo,1
1255,Riccardo Conti,1
1256,Riccardo Sanguigni,1
1257,Miriam,1
1258,Guglielmo della Porta,1
1259,Julius III,1
1260,Adalgisa,1
1261,Martino Doria,1
1262,Angelo da Montorsoli,1
1263,Andreas Doria,1
1264,Dorias,1
1265,Kraus,1
1266,Basso,1
1267,Giunius Bassus,1
1268,Pii P. II,1
1269,Capitis S. Andreae Apostoli,1
1270,S. Cecilia,1
1271,Bishops,1
1272,S. M. di Gradi,1
1273,Nardini,1
1274,F. Barbarossas,1
1275,"A. D."".---",1
1276,Fusca Palena,1
1277,Probus Alphanus,1
1278,Alfano,1
1279,Antonio Venerio,1
1280,"See G. Boni"".---",1
1281,candlewick whith,1
1282,Auxia,1
1283,Q. V. P. M. Annis X4III,1
1284,Claudiano V. P.,1
1285,L. VC,1
1286,Diocletian,1
1287,Lanciani,1
1288,Hylas,1
1289,Riario,1
1290,Raphael Riario,1
1291,Pulpit,1
1292,Quattro Coronati,1
1293,Camillo Pamfili,1
1294,Olimpia Maidalchini,1
1295,Algardi,1
1296,Rovere,1
1297,Grotte,1
1298,Michael Angelus Bonarotus,1
1299,Cardinal d'Estouteville,1
1300,Virgins,1
1301,Maria di Falleri,1
1302,Hayreddin Barbarossa,1
1303,Vespasian Colonna,1
1304,Giulia Gonzaga,1
1305,Papa Jiulius,1
1306,Grotta Ferrata,1
1307,S. Hadriani,1
1308,Flisco de Janua,1
1309,Orto,1
1310,Adriani Papae V,1
1311,Comte Fay de la,1
1312,S. M.,1
1313,Macdonalds,1
1314,Manfreds,1
1315,Franchman,1
1316,Clemente IV,1
1317,"Boniface VIII"".---",1
1318,Platinus M. F. A. N. Silvanus Cos 7,1
1319,Torrioni,1
1320,Varrone,1
1321,Filippo Mariani,1
1322,Paschalis,1
1323,S. M. d. Gr,1
1324,Jacobo,1
1325,Francesco Orsini,1
1326,briobris gratus,1
1327,Abbot Gregory,1
1328,S. Thomas,1
1329,Renaissance,1
1330,Forteguerras,1
1331,D. IIII,1
1332,M. VI,1
1333,Pinus Ordel,1
1334,Astorghi Manf,1
1335,Petre,1
1336,Nicolaus,1
1337,Cardinal Cusa,1
1338,Ciborio,1
1339,Porsenna,1
1340,Capponi,1
1341,Anton Moor,1
1342,Alessandro Farnese,1
1343,Madonna della Scala,1
1344,Rodrigo Borgia,1
1345,Italo Vagnetti,1
1346,Igino Supino,1
1347,Lorenzo f. l. mura,1
1348,Giovanni Battista,1
1349,Fortuna,1
1350,"Jerome ""Arain",1
1351,Olivieri Carrafa,1
1352,Francesco Carrafa,1
1353,Loffridi Filumarini,1
1354,Antonius,1
1355,Alfonsus,1
1356,Isabella Spinelli,1
1357,Catherina Ursina,1
1358,Virginia Caraccioli,1
1359,Ferdinand Protonotarius,1
1360,v.c. cons,1
1361,Basilio jun,1
1362,depositus,1
1363,Hispanus,1
1364,Gonsalvo da Corllebas,1
1365,S. Barbatianus,1
1366,Marie d'Duracio,1
1367,Charles III,1
1368,Maria di Durazzo,1
1369,Galeazzo,1
1370,Caraccioli Rossi,1
1371,Galeazzo Caraccioli,1
1372,Susanna,1
1373,S. Vitale,1
1374,Rege Ferdinando,1
1375,submissius legas,1
1376,Antonio Rosselino,1
1377,Iulius Caesar Capua,1
1378,V.,1
1379,Giovanni Merliano da Nolano,1
1380,Loffridus Filumarinus,1
1381,Charles the Illustrioris,1
1382,Evangelista,1
1383,Maximianus,1
1384,Bishop,1
1385,Theodora,1
1386,Sepultus,1
1387,Raynaldo de Mediolano,1
1388,S. Rinaldo,1
1389,S. Rinaldus,1
1390,Giovanna,1
1391,"Giovanni da Nola"".---",1
1392,Antonia Gaudino,1
1393,Gaspare,1
1394,Aquino,1
1395,Giovanna d'Aquino,1
1396,Decembr,1
1397,Anno MDIIII Prid,1
1398,Ann,1
1399,Mariella,1
1400,Yoanni Baptiste Cicaro,1
1401,Andrea Bonifacio Cicara,1
1402,Antonio di Domenico of Piperno,1
1403,Cardinal Minutoli,1
1404,Onorio,1
1405,Dominus,1
1406,Someone,1
1407,S. Francis,1
1408,Marie,1
1409,Hec Philippe,1
1410,Otto,1
1411,Imperiiq,1
1412,papa Serenus,1
1413,Christi,1
1414,stucco,1
1415,Medici,1
1416,Montelupo,1
1417,Federigo,1
1418,Pietro Capuano,1
1419,Calcaire,1
1420,Leuermant,1
1421,Calydon,1
1422,Patris Nicolai Piscicelli,1
1423,Carlo III,1
1424,Margherita,1
1425,Rogerius,1
1426,Paolabianca,1
1427,Traheus Ursini,1
1428,"Rogers time"".---",1
1429,Pietro Morone,1
1430,S. Maria di Collemaggio,1
1431,Otto the Guelph Anno,1
1432,Gabriele,1
1433,S. Ciriaco,1
1434,Adriano,1
1435,Ostasio da Polenta,1
1436,Maximiano,1
1437,S. S. Maximianus,1
1438,Constantini Rogadeo,1
1439,Agnello,1
1440,Felicis,1
1441,Pier della Vigna,1
1442,Whatever,1
1443,Sigulgnita Rufulo,1
1444,Parad,1
1445,Pietro Peccator,1
1446,Titus Gorgonius,1
1447,Pier Damiano,1
1448,Peccator,1
1449,But P. Damiano,1
1450,Pietro degli Onesti,1
1451,Pietro Damiano,1
1452,Engel,1
1453,Pignatti,1
1454,Maria Pomposa,1
1455,Sec,1
1456,Accursum,1
1457,Marie Karoli,1
1458,Robti Tertm Sicilie,1
1459,Freeman,1
1460,Vitaliano Reg,1
1461,Charles the Illustrions,1
1462,Malatesta Novello,1
1463,Cesenati,1
1464,Cesena,1
1465,Giacomo del Balzo,1
1466,Maria of Durazzo,1
1467,"Anno D. MCCCCLXVII"".---",1
1468,Gal,1
1469,Magnifici,1
1470,Galeazzo Sanseverino,1
1471,Theodore the Duke and Consul of Naples,1
1472,Viceroy Pietro di Toledo,1
1473,Sansovinus,1
1474,Aricia,1
1475,Salvator Sanseverino,1
1476,Rudolf,1
1477,So Karl Martel,1
1478,Charles of Angon,1
1479,Christo,1
1480,Alfonsi II,1
1481,Ferillus,1
1482,A. Sal,1
1483,Nicolaus Franciscus Vitalianus,1
1484,Maria de Francia,1
1485,Costantinopolitana,1
1486,Innocent IV,1
1487,Anno Dni,1
1488,Galeazzo Pandono,1
1489,Ludovico,1
1490,A. Agnello,1
1491,Hector Carrafa,1
1492,Fabius Arcella Autistes,1
1493,Genetrici,1
1494,S. John B. On,1
1495,S. Joseph,1
1496,Magdalena,1
1497,Troyano Mirabollo,1
1498,Dne Isabelle de Alneto,1
1499,Umberto di Montauro,1
1500,Karoli de Merloto,1
1501,Drugo de Merloto,1
1502,egregius Dns,1
1503,Mortuus,1
1504,Raumundi de Cabanis,1
1505,regius caballanius,1
1506,Dns Perroctus de Cabanis,1
1507,Freedman,1
1508,Giovannas,1
1509,Raymund Cabano,1
1510,Imperator,1
1511,Viri,1
1512,Charlemagne,1
1513,Ludovico Aldemoresco,1
1514,Bentivole,1
1515,Bentivoglio,1
1516,Fava,1
1517,L'Incoronata,1
1518,Cardinale de' Brancacci,1
1519,Messer Rinaldo,1
1520,Michelozzo,1
1521,Rinaldo Brancaccio,1
1522,Ladislav,1
1523,Julia Brancatia,1
1524,Tomasio Brancatio de Neapoli,1
1525,Temperance,1
1526,Stephen IV of Hungary,1
1527,Zoppo,1
1528,Charles II,1
1529,Maria Queen,1
1530,Januarii VIII Ind,1
1531,Bartholomeo Bulchani,1
1532,Philippi Caraczoli,1
1533,Tino,1
1534,Mr,1
1535,Valois,1
1536,Agnellus,1
1537,Hannibal,1
1538,Malvezzi,1
1539,Benedict XII,1
1540,Malicia Carrafa,1
1541,Salomoni,1
1542,Antonio da Penna,1
1543,Benedetto da Majano,1
1544,Marcolino,1
1545,Agnello Agnelli del Fiore,1
1546,Caterina Orsini,1
1547,Mariano d'Alagni Count,1
1548,Ser Gianni Caracciolo,1
1549,Giovanni a Carbonara,1
1550,Dni,1
1551,Magnificus,1
1552,Egidius,1
1553,Malizia,1
1554,Antonio Carrafa,1
1555,Farnese Collection,1
1556,S. George,1
1557,Eleanor,1
1558,Pius III,1
1559,Calixtus,1
1560,Tito Strozzi,1
1561,Ambrosii Mediolanensis,1
1562,Donna Ferrara,1
1563,Cardinal Count,1
1564,Anchero,1
1565,Antero Pantaleone,1
1566,Quest'ultima,1
1567,Sejanus,1
1568,Cardinal Ferrex,1
1569,Benedetto Soranzo,1
1570,S. Giovanni Gualberto,1
1571,Francesco Tornabuoni,1
1572,Detisalvo Neronis,1
1573,Astorgius,1
1574,Fra Angelico da Fiesole,1
1575,Jacobi,1
1576,Joannes Arberinus,1
1577,Guillelmo Fieschi,1
1578,Pietro G. Rocca,1
1579,Cardinal de Castro,1
1580,Antoniotto Palavicini,1
1581,George Costa,1
1582,"Alexander IV"".---",1
1583,Burges,1
1584,Juan Ortega Gomiel,1
1585,Nestor Malvizio,1
1586,B. Lonato,1
1587,Giambattista Millini,1
1588,Pinturicchio,1
1589,Alexander VI,1
1590,Kircherian,1
1591,Larthia Seianti.---,1
1592,Monzone,1
1593,century,1
1594,Urban,1
1595,Sarzana,1
1596,Giovanni Sacco,1
1597,Antonio d'Orso,1
1598,Reinach,1
1599,Cecilia Matella,1
1600,Sarcophagus,1
1601,Farnese,1
1602,Mater,1
1603,Syphan,1
1604,Gallienus,1
1605,Bainbrigg,1
1606,S. Tommaso degli Inglesi,1
1607,Chimera,1
1608,Milani,1
1609,Delphis,1
1610,Ke,1
1611,Ferdinand II,1
1612,Vittoria della Rovere,1
1613,Aulus Metellus,1
1614,Gateway,1
1615,Saturnino,1
1616,Caius Cestius,1
1617,Cardinal Podocatharo,1
1618,Marco Albertoni,1
1619,Pollaiuolo,1
1620,Lorenzotto,1
1621,Maria Viverelli,1
1622,Ascanio Sforza,1
1623,Migliorelli,1
1624,Quintus Sulpicius Maximus,1
1625,Cardinal Ammanati,1
1626,Jacobus Ammanati,1
1627,Aventine,1
1628,Girolamo Basso,1
1629,Edward Carne,1
1630,Ignatius Loyola,1
1631,Circus Flaminius,1
1632,Ciceronis,1
1633,Marcellus,1
1634,Pier Leone,1
1635,M. Albertinelli,1
1636,Arnolfo di Lapo,1
1637,Juan Rodriguez de Coca,1
1638,Dolabella Cicerons,1
1639,A. D. 60,1
1640,Silanus,1
1641,Boniface,1
1642,S. John,1
1643,Bartolomeo Caraffa,1
1644,Ghibellini,1
1645,Grandi,1
1646,Carocci,1
1647,Boccaccios,1
1648,Alencon,1
1649,Philipi,1
1650,Presepio,1
1651,Arco dell'Annunziata,1
1652,Hilda,1
1653,Leo 4,1
1654,Inf,1
1655,Abati,1
1656,Boccaccio,1
1657,Guido Cavalvanti,1
1658,Rodrigo Sanchez,1
1659,Adam Easton,1
1660,Maria di Monserrato,1
1661,Rodrigo,1
1662,Rodrigo Valdes,1
1663,Juan de Mella,1
1664,Gonsalvo de Veteta,1
1665,Bishop Gabriel,1
1666,Ferdinand of,1
1667,P. Cornelius Scipio,1
1668,Peperino,1
1669,Englishman,1
1670,A. 53,1
1671,Bonifacio,1
1672,Arnolfo del Cambio,1
1673,Jac,1
1674,Tino di Camaino,1
1675,Agostino di Siena,1
1676,Boniface VIII,1
1677,Petroni,1
1678,Vol II,1
1679,kid,1
1680,Antigone,1
1681,Troilos,1
1682,Giovan Anton Bazzi,1
1683,Maestro Neroccio,1
1684,Tommaso Piccolomini del Testa,1
1685,D. XII,1
1686,S. MDVII,1
1687,Baptistae Tundio,1
1688,D. O. M.,1
1689,Guidoccio Cozzarelli,1
1690,Jacopo Tondi,1
1691,S. Maria della Scala,1
1692,Eugenius,1
1693,S. Croce,1
1694,Bernardo Gambarelli,1
1695,Pietro di Rosso,1
1696,Bernardo,1
1697,Henry VIIs,1
1698,Adamo ed Eva,1
1699,Adorazione dei Magi,1
1700,Margaritone,1
1701,Don Juan Pacheco,1
1702,Filippo Decio,1
1703,Aphunei,1
1704,Antonius de Royzellis,1
1705,I. D. C.a D. B.io CL,1
1706,Federic,1
1707,Puglie,1
1708,Claritas,1
1709,Love,1
1710,Giovanni Pisanos,1
1711,Romanesque,1
1712,Sacrifizio di Abramo,1
1713,Protospatharius Lupus,1
1714,Angelus de Sena,1
1715,Magister,1
1716,Augustinus,1
1717,Julian Altar,1
1718,Michelozzi,1
1719,Martino V.,1
1720,Bartolomeo Aragazzi,1
1721,Agatone,1
1722,S. Sebastiano,1
1723,Battistero,1
1724,Banchetto di Erode - Donatello,1
1725,Breakspeare,1
1726,esagona,1
1727,Eugenes,1
1728,Pietro di Baroncelli,1
1729,Beato Neri,1
1730,Cosma II,1
1731,Antonio Abbate,1
1732,Guiliano della Rovere,1
1733,Sextus IV,1
1734,"Bonifacio VIII"".---",1
1735,J. T. Caetani,1
1736,Madonna del Sasso,1
1737,Agostino da Siena,1
1738,S. Margherita,1
1739,Giuseppe Fontana,1
1740,Wonderfully,1
1741,Maderno,1
1742,M. del Popolo,1
1743,Anicii Probi,1
1744,Rocco Pozzi,1
1745,Arloctis,1
1746,Tedice Aliotti,1
1747,Antiquissima,1
1748,S. Petri Apostolorum Principis,1
1749,Barbarossa,1
1750,Lelio Guidiccioni,1
1751,Baccio Pontellis,1
1752,Sixtus IIII Pont,1
1753,Pilate,1
1754,S. Ranieri,1
1755,Maestri Comacini,1
1756,Pio di Carpi,1
1757,Junius Brutus,1
1758,Domenico di Michelino,1
1759,Abbe' de Rambeau,1
1760,Odelric,1
1761,Diptychon,1
1762,Soldiers,1
1763,Judas,1
1764,Auguste Bastard,1
1765,Max,1
1766,Jacobus Cosimati,1
1767,Alexander Peretti,1
1768,Apostles Peter,1
1769,Hypnos,1
1770,S. Alessio,1
1771,Ladder,1
1772,Jacob,1
1773,Mattia Lang,1
1774,San Savino,1
1775,Hadrian VI,1
1776,Millina,1
1777,H.,1
1778,Ancher Pantaleon,1
1779,Hour,1
1780,Salone,1
1781,Celius Myron,1
1782,Pentesilea,1
1783,Conte di VirtÃ¹,1
1784,Massimo,1
1785,Alberto Maffiolo of Carrara,1
1786,Eros di Centocelle,1
1787,Arduino,1
1788,Adalbert,1
1789,Berengar,1
1790,Fred Wilh,1
1791,Wolters N.,1
1792,Friedrichs Wolters N.,1
1793,Muses,1
1794,Agostino Busti,1
1795,Benedetto Briosco,1
1796,Bernardo da Venezia,1
1797,Medea,1
1798,Jason,1
1799,Gabinetto di Canova,1
1800,S. Lanfranco Beccari,1
1801,Fells,1
1802,Gsell,1
1803,Endimione,1
1804,S. Eustachio,1
1805,Sacchetti,1
1806,Finestrone,1
1807,Stilicho,1
1808,Endymion,1
1809,Adonis,1
1810,Proserphine,1
1811,Lycomedes,1
1812,Alexander Severus,1
1813,Ludovico Sforza,1
1814,S. Satiro,1
1815,S. Alessandro,1
1816,Justice,1
1817,Mastino,1
1818,Regina della Scala,1
1819,Gauls,1
1820,Germanicus,1
1821,B. C. Helbig,1
1822,Varaino,1
1823,Biagio,1
1824,Raimondo,1
1825,Mercury,1
1826,Cupid,1
1827,Gaea,1
1828,Psyche,1
1829,Amedeo,1
1830,A. C. It,1
1831,Cista,1
1832,Guglielmo de Lengis di Anderaria,1
1833,Alessandri,1
1834,Says,1
1835,Unus Petrus,1
1836,Flavian,1
1837,Fhaedra,1
1838,Melphomene,1
1839,Palladio,1
1840,Formentone di Brescia,1
1841,Bernini,1
1842,Caligula,1
1843,Drusilla,1
1844,Gothe,1
1845,Ludovisi Juno,1
1846,Antinous,1
1847,S.Giovanni,1
1848,Nicolo Orsini,1
1849,Abram,1
1850,Domenic della Rovere,1
1851,Christopher,1
1852,Matteo Acquasparta,1
1853,Gonsalvo Rodriguez,1
1854,Gonsalvo,1
1855,Guillaume Durant,1
1856,Senator Urbis,1
1857,Remark,1
1858,Petrus Probus,1
1859,Cos,1
1860,S. John Lateran,1
1861,Giovanni Amadeo,1
1862,Leonarodo,1
1863,Enrico Lyri,1
1864,Sisto,1
1865,Condottiero,1
1866,Bartolomeo Colleoni,1
1867,Aedipus,1
1868,Marcellino,1
1869,S. S. Pietro,1
1870,San Matteo,1
1871,Regina Maxima,1
1872,S. Maria Maggiore_Secolo,1
1873,Publius Vibius Marianus,1
1874,Lorenzo f. l.,1
1875,Giona,1
1876,Giovan Battista De Rossi,1
1877,Derossi,1
1878,Jonas,1
1879,Guido Bonacolsi,1
1880,F.,1
1881,Shephard,1
1882,Christian Sarcophagus,1
1883,Matteo Visconti,1
1884,Dionisos,1
1885,Gregory,1
1886,Cardinal Estoteville,1
1887,Messala Corvinus,1
1888,Principe Sforza Cesarini,1
1889,Claudius,1
1890,Andrea della Robbia,1
1891,Madonna della Cintola,1
1892,Salomon,1
1893,Theveste,1
1894,Quintus Clodius,1
1895,Caracalla,1
1896,Julia Donna,1
1897,Severus,1
1898,Narses,1
1899,Andrea Della Robbia,1
1900,Henry VIII,1
1901,Cardinale Adriano da Corneto,1
1902,Angeli e,1
1903,Incoronazione de Maria Vergine,1
1904,Balcony,1
1905,Cesareo,1
1906,Catherine,1
1907,S. S. Augustin,1
1908,Cardinal Costa,1
1909,Cardinale Estotevilles,1
1910,Horace,1
1911,Helbig,1
1912,Wolkers,1
1913,Hercules Citharoedus,1
1914,Giovanni Augut,1
1915,Gregorius,1
1916,John Hawkwood,1
1917,Cassa,1
1918,Marsilius,1
1919,See Perkins,1
1920,Ferucci,1
1921,Platone,1
1922,Ficino,1
1923,"music"".---",1
1924,Alcestes,1
1925,Municipale di Montepulciano,1
1926,S.a M. Novella,1
1927,Aldobrandino Cavalcanti,1
1928,"Caesarian jurisconsult"".---",1
1929,Antonia Vespucci,1
1930,Valadier,1
1931,Porta Ovile,1
1932,dell'Arco,1
1933,Guccio dei Medici,1
1934,Late,1
1935,Lunetta di Luca,1
1936,Taddeo Gaddi,1
1937,S.,1
1938,Napoleone Torsiani,1
1939,Pietro Ligorio,1
1940,Filippo de Valle,1
1941,Louis d'Albret,1
1942,Camerarius,1
1943,Ecclesiae,1
1944,Vitelleschi,1
1945,Rido,1
1946,Laviniae Ponzettis,1
1947,Maria della Pace,1
1948,Giovanni Bocciacio,1
1949,S. Maria della Pace,1
1950,Stratophon,1
1951,M. Claudiano,1
1952,S. Giacomo,1
1953,V. Emanuel,1
1954,Chapel,1
1955,Antonio Amadeo,1
1956,Franciscus de Pecoraris de Cremona,1
1957,Azzo Visconti,1
1958,Taverna,1
1959,Nero,1
1960,Sappho,1
1961,Sapho,1
1962,Sibil,1
1963,Philippo de Valle,1
1964,Vana Aldobrandesca,1
1965,Cosimo de' Medici,1
1966,Eugene IV,1
1967,Fil,1
1968,Signor Tommasi,1
1969,Francesco di m.o Pietro d'Assisi,1
1970,Batista,1
1971,Maestro Adamo,1
1972,Aghinolfo,1
1973,Alessandro,1
1974,Philippe d'Alencon,1
1975,Pietro Stefaneschi,1
1976,Isaia da Pisa,1
1977,Magister Jacobus de Turrita,1
1978,Florence Michelozzo,1
1979,Alani,1
1980,Prassede,1
1981,Alain,1
1982,Stephan d. Surd,1
1983,Johannes de Crivellis de Mediolano,1
1984,Gian Bellini,1
1985,Zaccarias,1
1986,San Antonio Abbate,1
1987,Ludovico Grato Margani,1
1988,Bianca Visconti,1
1989,Baldaldo Giovenaldo,1
